,Date,Time,Time_Category,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
0,2017/12/22,10:49:41,WORK,0.0,0.0,0.0685714285714271,0.271604938271604,0.7333333333333333,0.1317829457364341,0.1892857142857142,0.5405405405405406,0.08,0.19,0.06,0.06,0.0486486486486486,0.0,0,0,1
1,2017/12/22,10:50:12,WORK,0.0,0.0,0.0685714285714271,0.3086419753086424,0.7333333333333333,0.127906976744186,0.1892857142857142,0.5405405405405406,0.93,0.05,0.06,0.06,0.0486486486486486,0.0,0,0,1
2,2017/12/22,10:50:42,WORK,0.0416666666666658,0.0,0.0342857142857135,0.3086419753086424,0.7333333333333333,0.1317829457364341,0.1892857142857142,0.5405405405405406,0.43,0.11,0.08,0.06,0.0486486486486486,0.0,0,0,1
3,2017/12/22,10:51:13,WORK,0.0416666666666658,0.0,0.0685714285714271,0.3086419753086424,0.7333333333333333,0.1317829457364341,0.1892857142857142,0.5405405405405406,0.41,0.1,0.1,0.09,0.0486486486486486,0.0,0,0,1
4,2017/12/22,10:51:44,WORK,0.0416666666666658,0.0,0.0685714285714271,0.3086419753086424,0.7333333333333333,0.1317829457364341,0.1928571428571428,0.5405405405405406,0.18,0.06,0.06,0.06,0.0486486486486486,0.0,0,0,1
5,2017/12/22,10:52:14,WORK,0.0416666666666658,0.0141176470588232,0.0685714285714271,0.3086419753086424,0.7333333333333333,0.1317829457364341,0.1928571428571428,0.5405405405405406,0.13,0.06,0.06,0.07,0.0486486486486486,0.0,0,0,1
6,2017/12/22,10:52:45,WORK,0.0416666666666658,0.0,0.0685714285714271,0.3086419753086424,0.7272727272727273,0.1317829457364341,0.1928571428571428,0.5405405405405406,1.39,0.32,0.43,0.06,0.0486486486486486,0.0,1,0,1
7,2017/12/22,10:53:15,WORK,0.0416666666666658,0.0141176470588232,0.0685714285714271,0.3086419753086424,0.7333333333333333,0.1317829457364341,0.1928571428571428,0.5540540540540541,0.09,0.06,0.09,0.05,0.0486486486486486,0.0,0,0,1
8,2017/12/22,10:53:46,WORK,0.0416666666666658,0.0141176470588232,0.0685714285714271,0.3456790123456787,0.7393939393939394,0.1356589147286821,0.2,0.581081081081081,0.09,0.05,0.06,0.13,0.0486486486486486,0.0,0,0,1
9,2017/12/22,10:54:17,WORK,0.0416666666666658,0.0141176470588232,0.0685714285714271,0.3456790123456787,0.6121212121212121,0.1317829457364341,0.2035714285714285,0.581081081081081,3.84,0.64,0.48,0.39,0.0486486486486486,0.0,1,1,1
10,2017/12/22,10:54:47,WORK,0.0833333333333316,0.0141176470588232,0.0685714285714271,0.3086419753086424,0.7393939393939394,0.1356589147286821,0.2035714285714285,0.581081081081081,2.2,0.31,0.33,0.21,0.0486486486486486,0.0,1,1,1
11,2017/12/22,10:55:18,WORK,0.0833333333333316,0.0141176470588232,0.0685714285714271,0.3456790123456787,0.7454545454545455,0.1356589147286821,0.2035714285714285,0.5945945945945946,0.42,0.13,0.14,0.09,0.0486486486486486,0.0,1,0,1
